"tconst","ordering","nconst","category","job","characters","primaryName","birthYear","deathYear","primaryProfession","knownForTitles"
"tt2128050","1","nm0035605","actor","","[""Brian Lane""]","Alun Armstrong","1946","","actor,soundtrack,archive_footage","tt0209163,tt0085811,tt0338526,tt0162661"
"tt2128050","2","nm0714985","actress","","[""Det. Supt. Sandra Pullman""]","Amanda Redman","1957","","actress,miscellaneous,soundtrack","tt0203119,tt0362357,tt0282744,tt0231012"
"tt2128050","3","nm0913993","actor","","[""Gerry Standing""]","Dennis Waterman","1948","2022","actor,music_department,miscellaneous","tt0362357,tt0078351,tt0076788,tt0098881"
"tt2128050","4","nm0493200","actor","","[""Steve McAndrew""]","Denis Lawson","1947","","actor,director,writer","tt0076759,tt0086190,tt0080684,tt2317225"
"tt2128050","5","nm0417075","actress","","[""Esther Lane""]","Susan Jameson","1941","","actress,soundtrack,archive_footage","tt0080298,tt0063962,tt0323912,tt0065349"
"tt2128050","6","nm1787364","actor","","[""Mehtin Topal""]","Philip Arditti","","","actor,miscellaneous","tt3062096,tt0401729,tt0765443,tt0903624"
"tt2128050","7","nm1152495","actor","","[""Sean Docherty""]","Cian Barry","","","actor","tt2885628,tt4602768,tt9185110,tt26676104"
"tt2128050","8","nm0302345","actress","","[""Mara Donaldson""]","Bronagh Gallagher","1972","","actress,composer,miscellaneous","tt0110912,tt0375154,tt0101605,tt0120915"
"tt2128050","9","nm0641433","actor","","[""Eoin Donaldson""]","Patrick O'Kane","1965","","actor","tt2527336,tt0204313,tt5116280,tt0944947"
"tt2128050","10","nm0291694","actress","","[""Roxanne Guthrie""]","Tanya Franks","","","actress,writer,producer","tt21216754,tt5687446,tt2249364,tt0867005"
"tt2128051","1","nm0035605","actor","","[""Brian Lane""]","Alun Armstrong","1946","","actor,soundtrack,archive_footage","tt0209163,tt0085811,tt0338526,tt0162661"
"tt2128051","2","nm0714985","actress","","[""Det.Supt.Sandra Pullman""]","Amanda Redman","1957","","actress,miscellaneous,soundtrack","tt0203119,tt0362357,tt0282744,tt0231012"
"tt2128051","3","nm0913993","actor","","[""Gerry Standing""]","Dennis Waterman","1948","2022","actor,music_department,miscellaneous","tt0362357,tt0078351,tt0076788,tt0098881"
"tt2128051","4","nm0493200","actor","","[""Steve McAndrew""]","Denis Lawson","1947","","actor,director,writer","tt0076759,tt0086190,tt0080684,tt2317225"
"tt2128051","5","nm0129882","actor","","[""DAC Robert Strickland""]","Anthony Calf","1959","","actor,soundtrack,archive_footage","tt0110428,tt0084984,tt15083184,tt0787524"
"tt2128051","6","nm0048192","actor","","[""Max Klein""]","Edward Baker-Duly","1977","","actor","tt1856080,tt0075512,tt1782352,tt2943946"
"tt2128051","7","nm0077397","actress","","[""Grace Cusack""]","Elizabeth Berrington","1970","","actress,archive_footage","tt0780536,tt0117589,tt12536294,tt9639470"
"tt2128051","8","nm1832337","actor","","[""Paul Armitage""]","Alex Blake","1974","","actor","tt23541316,tt4786824,tt9253284,tt7366338"
"tt2128051","9","nm1091140","actress","","[""Alicia Frei""]","Aislinn Sands","","","actress","tt0253200,tt1144825,tt4649670,tt0435937"
"tt2128051","10","nm8917917","actor","","[""Corey Murgins""]","Jordan Long","","","actor,archive_footage","tt8367814,tt0486655,tt2802144,tt15239678"
"tt2128052","1","nm0035605","actor","","[""Brian Lane""]","Alun Armstrong","1946","","actor,soundtrack,archive_footage","tt0209163,tt0085811,tt0338526,tt0162661"
"tt2128052","2","nm0714985","actress","","[""Det. Supt. Sandra Pullman""]","Amanda Redman","1957","","actress,miscellaneous,soundtrack","tt0203119,tt0362357,tt0282744,tt0231012"
"tt2128052","3","nm0913993","actor","","[""Gerry Standing""]","Dennis Waterman","1948","2022","actor,music_department,miscellaneous","tt0362357,tt0078351,tt0076788,tt0098881"
"tt2128052","4","nm0493200","actor","","[""Steve McAndrew""]","Denis Lawson","1947","","actor,director,writer","tt0076759,tt0086190,tt0080684,tt2317225"
"tt2128052","5","nm0129882","actor","","[""DAC Robert Strickland""]","Anthony Calf","1959","","actor,soundtrack,archive_footage","tt0110428,tt0084984,tt15083184,tt0787524"
"tt2128052","6","nm0570570","actor","","[""Stephen Fisher""]","Tim McInnerny","1956","","actor,soundtrack,archive_footage","tt0125439,tt0944947,tt9218128,tt16283804"
"tt2128052","7","nm0139365","actress","","[""Ruth Bisley""]","Jana Carpenter","1971","","actress","tt0436992,tt0160523,tt0159379,tt0835249"
"tt2128052","8","nm0806968","actor","","[""Tinker""]","Michael Smiley","1963","","actor,director,writer","tt1788391,tt4158096,tt3464902,tt0467200"
"tt2128052","9","nm0796287","actor","","[""Nigel Baxter""]","David Sibley","1948","","actor,archive_footage","tt3544082,tt0202381,tt0083987,tt0215411"
"tt2128052","10","nm0321699","actress","","[""Sarah Maitland""]","Gabrielle Glaister","1960","","actress,archive_footage","tt0183068,tt0096548,tt0083392,tt0088484"
"tt21413468","1","nm0531933","actress","","[""Rachel Cairns""]","Shauna Macdonald","1981","","actress,sound_department,soundtrack","tt0435625,tt1073105,tt1450321,tt0490181"
"tt21413468","2","nm1281686","actor","","[""Danny Cairns""]","Andrew Whipp","","","actor,miscellaneous,producer","tt24871974,tt18347622,tt20765320,tt3006802"
"tt21413468","3","nm0378112","actor","","[""DI Jimmy Perez""]","Douglas Henshall","1965","","actor,producer,archive_footage","tt2396135,tt0808096,tt1235124,tt0112365"
"tt21413468","4","nm0397760","actor","","[""Sgt Billy McCabe""]","Lewis Howden","","","actor","tt2396135,tt0168446,tt2315628,tt1250890"
"tt21413468","5","nm1017414","actor","","[""DC Sandy Wilson""]","Steven Robertson","1980","","actor","tt0320661,tt3247714,tt0424205,tt0414055"
"tt21413468","6","nm3531173","actress","","[""Maggie Kean""]","Anneika Rose","","","actress","tt2303687,tt2396135,tt15156212,tt6636246"
"tt21413468","7","nm2630117","actress","","[""DS Alison 'Tosh' McIntosh""]","Alison O'Donnell","","","actress","tt0837563,tt2396135,tt0184122,tt0768188"
"tt21413468","8","nm0877796","actress","","[""Sheena Davidson""]","Pauline Turner","","","actress","tt0112062,tt0175680,tt2763304,tt2442560"
"tt21413468","9","nm1714307","actor","","[""Granton Davidson""]","Billy Mack","","","actor","tt8418098,tt31718597,tt30766504,tt2396135"
"tt21413468","10","nm1655601","actress","","[""Alison Woods""]","Laurie Brett","1969","","actress,soundtrack,archive_footage","tt0088512,tt0487189,tt4533642,tt10562854"
"tt21413528","1","nm15436389","actress","","[""Ellen Quinn""]","Maisie Norma Seaton","","","actress","tt2396135"
"tt21413528","2","nm6687931","actress","","[""Kirsty Bell""]","Natasha Cottriall","","","actress","tt15565872,tt1693592,tt16369752,tt3747572"
"tt21413528","3","nm2310707","actor","","[""Philip Remis""]","Joseph Thompson","","","actor,producer,miscellaneous","tt0112004,tt6161168,tt1127767,tt0816263"
"tt21413528","4","nm0421332","actress","","[""DI Ruth Calder""]","Ashley Jensen","1969","","actress,art_director,producer","tt1430607,tt3464902,tt0805669,tt0445114"
"tt21413528","5","nm5496640","actor","","[""DC Jack Hurley""]","Joe Bolland","","","actor","tt11514780,tt23852248,tt7413600,tt2396135"
"tt21413528","6","nm4538500","actor","","[""Lukas Nowak""]","Arnas Fedaravicius","1991","","actor,producer","tt1697064,tt4615318"
"tt21413528","7","nm0172428","actor","","[""DCI Thomas Coombes""]","Karl Collins","1971","","actor,script_department,soundtrack","tt1478964,tt0439572,tt0120391,tt0436992"
"tt21413528","8","nm1173717","actor","","[""John Howell""]","Don Gilet","1967","","actor,archive_footage","tt15314262,tt0088512,tt2974556,tt0436992"
"tt21413528","9","nm0743217","actress","","[""Agnes Moffat""]","Annie Louise Ross","","","actress","tt0117951,tt4769214,tt0122515,tt0088621"
"tt21413528","10","nm2630117","actress","","[""DS Alison 'Tosh' McIntosh""]","Alison O'Donnell","","","actress","tt0837563,tt2396135,tt0184122,tt0768188"
"tt21413856","1","nm0378112","actor","","[""DI Jimmy Perez""]","Douglas Henshall","1965","","actor,producer,archive_footage","tt2396135,tt0808096,tt1235124,tt0112365"
"tt21413856","2","nm2630117","actress","","[""DS Alison 'Tosh' McIntosh""]","Alison O'Donnell","","","actress","tt0837563,tt2396135,tt0184122,tt0768188"
"tt21413856","3","nm0531933","actress","","[""Rachel Cairns""]","Shauna Macdonald","1981","","actress,sound_department,soundtrack","tt0435625,tt1073105,tt1450321,tt0490181"
"tt21413856","4","nm9489631","actress","","[""Abbie Cairns""]","Lauren Conroy","","","actress,script_department","tt2396135,tt10225224"
"tt21413856","5","nm6872923","actress","","[""Bryd Fleming""]","Sorcha Groundsell","1998","","actress,producer","tt6910670,tt8021824,tt12759778,tt5607976"
"tt21413856","6","nm0452224","actress","","[""Cora McLean""]","Anne Kidd","","","actress","tt0366627,tt0404196,tt0092471,tt3470676"
"tt21413856","7","nm13995424","actor","","[""Stevie""]","Ryan J. Mackay","","","actor","tt13592494,tt2396135,tt0096555,tt37650962"
"tt21413856","8","nm4837024","actor","","[""PC Alex Grant""]","Conor McCarry","","","actor","tt2396135,tt6734482,tt10893694,tt1399664"
"tt21413856","9","nm0923097","actress","","[""Aileen Fleming""]","Karen Westwood","","","actress","tt0116191,tt0093840,tt0436992,tt1078267"
"tt21413856","10","nm3531173","actress","","[""Maggie Kean""]","Anneika Rose","","","actress","tt2303687,tt2396135,tt15156212,tt6636246"
"tt21413950","1","nm0378112","actor","","[""DI Jimmy Perez""]","Douglas Henshall","1965","","actor,producer,archive_footage","tt2396135,tt0808096,tt1235124,tt0112365"
"tt21413950","2","nm1017414","actor","","[""DC Sandy Wilson""]","Steven Robertson","1980","","actor","tt0320661,tt3247714,tt0424205,tt0414055"
"tt21413950","3","nm2630117","actress","","[""DS Alison 'Tosh' McIntosh""]","Alison O'Donnell","","","actress","tt0837563,tt2396135,tt0184122,tt0768188"
"tt21413950","4","nm4837024","actor","","[""PC Alex Grant""]","Conor McCarry","","","actor","tt2396135,tt6734482,tt10893694,tt1399664"
"tt21413950","5","nm0531933","actress","","[""Rachel Cairns""]","Shauna Macdonald","1981","","actress,sound_department,soundtrack","tt0435625,tt1073105,tt1450321,tt0490181"
"tt21413950","6","nm9489631","actress","","[""Abbie Cairns""]","Lauren Conroy","","","actress,script_department","tt2396135,tt10225224"
"tt21413950","7","nm8535854","actor","","[""Donnie Russell""]","Angus Miller","","","actor,writer","tt27995114,tt2396135,tt3006802,tt9644058"
"tt21413950","8","nm1719324","actress","","[""Meg Pattison""]","Lucianne McEvoy","","","actress","tt10013512,tt23897504,tt8019518,tt2396135"
"tt21413950","9","nm0397760","actor","","[""Sgt Billy McCabe""]","Lewis Howden","","","actor","tt2396135,tt0168446,tt2315628,tt1250890"
"tt21413950","10","nm3451445","actor","","[""Martin Otina""]","Ladi Emeruwa","","","actor,producer","tt3865236,tt2396135,tt5936448,tt5191110"
"tt21413960","1","nm0378112","actor","","[""DI Jimmy Perez""]","Douglas Henshall","1965","","actor,producer,archive_footage","tt2396135,tt0808096,tt1235124,tt0112365"
"tt21413960","2","nm0732959","actor","","[""Lloyd Anderson""]","Patrick Robinson","1963","","actor,director,producer","tt0084987,tt16399210,tt0112004,tt0096555"
"tt21413960","3","nm8016187","actress","","[""Jean Morrow""]","Julie Hannan","","","actress","tt6301452,tt15485390,tt11169050,tt0053494"
"tt21413960","4","nm1719324","actress","","[""Meg Pattison""]","Lucianne McEvoy","","","actress","tt10013512,tt23897504,tt8019518,tt2396135"
"tt21413960","5","nm8535854","actor","","[""Donnie Russell""]","Angus Miller","","","actor,writer","tt27995114,tt2396135,tt3006802,tt9644058"
"tt21413960","6","nm2630117","actress","","[""DS Alison 'Tosh' McIntosh""]","Alison O'Donnell","","","actress","tt0837563,tt2396135,tt0184122,tt0768188"
"tt21413960","7","nm0397760","actor","","[""Sgt Billy McCabe""]","Lewis Howden","","","actor","tt2396135,tt0168446,tt2315628,tt1250890"
"tt21413960","8","nm1017414","actor","","[""DC Sandy Wilson""]","Steven Robertson","1980","","actor","tt0320661,tt3247714,tt0424205,tt0414055"
"tt21413960","9","nm0334150","actress","","[""Rhona Kelly""]","Julie Graham","","","actress,writer,producer","tt0862620,tt2691732,tt2396135,tt0339907"
"tt21413960","10","nm6268259","actor","","[""William Rodgers""]","John Arnold","","","actor","tt27304026,tt32515812,tt2396135,tt21108774"
"tt21435798","1","nm15436389","actress","","[""Ellen Quinn""]","Maisie Norma Seaton","","","actress","tt2396135"
"tt21435798","2","nm3147566","actor","","[""Azir Sadat""]","Bamshad Abedi-Amin","","","actor,cinematographer,camera_department","tt2407574,tt11173266,tt2536474,tt8338762"
"tt21435798","3","nm1239578","actor","","[""Kieran Quinn""]","Barry O'Connor","","","actor,director,stunts","tt2906216,tt0944947,tt1430509,tt31529311"
"tt21435798","4","nm0517642","actress","","[""Grace Bain""]","Phyllis Logan","1956","","actress,soundtrack,archive_footage","tt0117589,tt0036606,tt6398184,tt1606375"
"tt21435798","5","nm14942459","actor","","[""Rory Quinn""]","Jakub Bednarczyk","","","actor","tt27846061,tt2396135,tt1869454"
"tt21435798","6","nm0421332","actress","","[""DI Ruth Calder""]","Ashley Jensen","1969","","actress,art_director,producer","tt1430607,tt3464902,tt0805669,tt0445114"
"tt21435798","7","nm2630117","actress","","[""DS Alison 'Tosh' McIntosh""]","Alison O'Donnell","","","actress","tt0837563,tt2396135,tt0184122,tt0768188"
"tt21435798","8","nm1017414","actor","","[""DC Sandy Wilson""]","Steven Robertson","1980","","actor","tt0320661,tt3247714,tt0424205,tt0414055"
"tt21435798","9","nm0824517","actress","","[""Stella Quinn""]","Dawn Steele","1975","","actress,archive_footage","tt0238793,tt0757127,tt0255757,tt0372091"
"tt21435798","10","nm2567807","actor","","[""Bobby Bain""]","Russ Bain","","","actor","tt2396135,tt14371878,tt26545355,tt7493974"
"tt21613880","1","nm0039498","actor","","[""Jeremy Lloyd James""]","Robin Askwith","1950","","actor,writer,composer","tt0071357,tt0068285,tt0141926,tt0063850"
"tt21613880","2","nm6471544","actress","","[""Gendarme Richard""]","Jacqueline Berces","","","actress,writer,producer","tt13434296,tt3291150,tt5158314,tt14688458"
"tt21613880","3","nm1222917","actor","","[""Dom Hayes""]","Steve Edge","1972","","actor,miscellaneous,writer","tt3228774,tt1282104,tt1109624,tt0841027"
"tt21613880","4","nm3820497","actor","","[""Caron""]","Alex Gaumond","1978","","actor,music_department,writer","tt15499118,tt7120662,tt1888075,tt1311076"
"tt21613880","5","nm4405132","actress","","[""Sara Caron""]","Désirée Giorgetti","1982","","actress,miscellaneous,music_artist","tt35309713,tt28483159,tt2188877,tt28598387"
"tt21613880","6","nm0390347","actress","","[""Judith Lloyd James""]","Sue Holderness","1949","","actress,archive_footage","tt0081912,tt15499118,tt0469869,tt0090416"
"tt21613880","7","nm9702927","actress","","[""Serena""]","Sèverine Howell-Meri","1998","","actress","tt6932244,tt13649396,tt15499118,tt0096555"
"tt21613880","8","nm0415091","actor","","[""Lloyd""]","Philippe Jacq","1963","","actor","tt2404203,tt2056690,tt29567915,tt0806910"
"tt21613880","9","nm3651098","actress","","[""Celine""]","Margeaux Lampley","","","actress,soundtrack","tt34377254,tt18177528,tt8962124,tt15499118"
"tt21613880","10","nm0962559","actress","","[""Jean White""]","Sally Lindsay","1973","","actress,writer,producer","tt0053494,tt15499118,tt1843678,tt3425318"
"tt21616578","1","nm0931247","actor","","[""Father Brown""]","Mark Williams","1959","","actor,writer,visual_effects","tt0330373,tt0115433,tt0138097,tt0417741"
"tt21616578","2","nm0362814","actor","","[""Joe Telford""]","Lucas Hare","","","actor","tt0246460,tt2249364,tt14449470,tt1166893"
"tt21616578","3","nm0784258","actor","","[""Peter Mossop""]","Mike Sengelow","","","actor","tt7126948,tt1166893,tt0112073,tt14663446"
"tt21616578","4","nm1738111","actress","","[""Jennifer Mossop""]","Clare-Louise English","1981","","director,writer,actress","tt35511879,tt12742788,tt21243762,tt9145372"
"tt21616578","5","nm0150457","actor","","[""Chief Inspector Sullivan""]","Tom Chambers","1977","","actor,writer,producer","tt2215842,tt0487189,tt0096555,tt0184122"
"tt21616578","6","nm1019307","actor","","[""Sergeant Goodfellow""]","John Burton","1967","","actor,soundtrack","tt2215842,tt0053494,tt0169438,tt0083392"
"tt21616578","7","nm1264521","actor","","[""Harry Grover""]","Aidan McArdle","1970","","actor,archive_footage","tt0327679,tt0864761,tt5932728,tt0408046"
"tt21616578","8","nm0071739","actress","","[""Agnes Burns""]","Elizabeth Bennett","1944","","actress","tt0337909,tt0808339,tt0092605,tt1322333"
"tt21616578","9","nm0086865","actress","","[""Mrs. Devine""]","Claudie Blakley","1973","","actress,soundtrack,archive_footage","tt0414387,tt0280707,tt0464196,tt0810784"
"tt21616578","10","nm5938501","actress","","[""Scarlett Streatham""]","Witney White","","","actress","tt15536118,tt30135004,tt2215842,tt0184122"
"tt21616580","1","nm0931247","actor","","[""Father Brown""]","Mark Williams","1959","","actor,writer,visual_effects","tt0330373,tt0115433,tt0138097,tt0417741"
"tt21616580","2","nm8679026","actress","","[""Brenda Palmer""]","Ruby-May Martinwood","","","actress,soundtrack","tt3647998,tt2215842,tt1888075,tt7540092"
"tt21616580","3","nm0086865","actress","","[""Mrs. Devine""]","Claudie Blakley","1973","","actress,soundtrack,archive_footage","tt0414387,tt0280707,tt0464196,tt0810784"
"tt21616580","4","nm0140943","actress","","[""Lady Felicia Montague""]","Nancy Carroll","1974","","actress,soundtrack,archive_footage","tt14728056,tt2215842,tt4786824,tt15122138"
"tt21616580","5","nm0054087","actor","","[""Jasper Granford""]","Roger Barclay","","","actor,producer,archive_footage","tt7671070,tt9253284,tt0489974,tt6921996"
"tt21616580","6","nm0916360","actor","","[""John Harrow""]","David Webber","","","actor,archive_footage","tt0227984,tt0118661,tt1535109,tt11891850"
"tt21616580","7","nm0203696","actress","","[""Charlotte Granford""]","Emma Davies","1970","","actress","tt10986410,tt14454876,tt9071456,tt1298644"
"tt21616580","8","nm6177817","actor","","[""Albert 'Bertie' Granford""]","Joseph Potter","","","actor","tt3960394,tt13139228,tt23856916,tt3747572"
"tt21616580","9","nm1782191","actress","","[""Moira Barns""]","Lu Corfield","","","actress,archive_footage","tt1983079,tt8174510,tt2216156,tt30063915"
"tt21616580","10","nm1782191","actress","","[""Colonel Partridge""]","Lu Corfield","","","actress,archive_footage","tt1983079,tt8174510,tt2216156,tt30063915"
"tt21616580","11","nm0150457","actor","","[""Chief Inspector Sullivan""]","Tom Chambers","1977","","actor,writer,producer","tt2215842,tt0487189,tt0096555,tt0184122"
"tt21616582","1","nm0726593","actor","","[""Mr Edward Appleby""]","Jonathan Rigby","1963","","actor,miscellaneous,writer","tt3832326,tt2215842,tt1738321,tt1560164"
"tt21616582","2","nm0656704","actress","","[""Mrs Octavia Eden""]","Elaine Paige","1948","","actress,music_department,soundtrack","tt0077269,tt0188453,tt0173714,tt1320236"
"tt21616582","3","nm1543264","actress","","[""Miss Lizzy Eden""]","Jasmine Hyde","1976","","actress","tt2042692,tt6189022,tt7126948,tt14190592"
"tt21616582","4","nm0941986","actress","","[""Miss Noele Schama""]","Kaye Wragg","1972","","actress,archive_footage","tt0084987,tt0337792,tt0389664,tt0184122"
"tt21616582","5","nm0931247","actor","","[""Father Brown""]","Mark Williams","1959","","actor,writer,visual_effects","tt0330373,tt0115433,tt0138097,tt0417741"
"tt21616582","6","nm0086865","actress","","[""Mrs. Devine""]","Claudie Blakley","1973","","actress,soundtrack,archive_footage","tt0414387,tt0280707,tt0464196,tt0810784"
"tt21616582","7","nm0114441","actor","","[""Mr John Mulch""]","Philip Martin Brown","1956","","actor,archive_footage","tt0086993,tt1340800,tt0082351,tt0162661"
"tt21616582","8","nm0545331","actress","","[""Mrs Marjorie Mulch""]","Rosalind March","","","actress,archive_footage","tt0780516,tt0337909,tt0094499,tt0094525"
"tt21616582","9","nm8679026","actress","","[""Brenda Palmer""]","Ruby-May Martinwood","","","actress,soundtrack","tt3647998,tt2215842,tt1888075,tt7540092"
"tt21616582","10","nm1019307","actor","","[""Sergeant Goodfellow""]","John Burton","1967","","actor,soundtrack","tt2215842,tt0053494,tt0169438,tt0083392"
"tt21616584","1","nm8720005","actor","","[""Gabriel Wadey""]","Paul Forman","1994","","actor","tt8962124,tt30005404,tt31433814,tt13427680"
"tt21616584","2","nm0934318","actress","","[""Duchess""]","Anna Wilson-Jones","1970","","actress,producer","tt5137338,tt2085059,tt1789074,tt0323298"
"tt21616584","3","nm4343603","actress","","[""Sylvia Garcia""]","Celine Arden","","","actress,producer,writer","tt9800658,tt18831118,tt27812086,tt8740790"
"tt21616584","4","nm8679026","actress","","[""Brenda Palmer""]","Ruby-May Martinwood","","","actress,soundtrack","tt3647998,tt2215842,tt1888075,tt7540092"
"tt21616584","5","nm0931247","actor","","[""Father Brown""]","Mark Williams","1959","","actor,writer,visual_effects","tt0330373,tt0115433,tt0138097,tt0417741"
"tt21616584","6","nm0086865","actress","","[""Mrs. Devine""]","Claudie Blakley","1973","","actress,soundtrack,archive_footage","tt0414387,tt0280707,tt0464196,tt0810784"
"tt21616584","7","nm0057965","actor","","[""Sam Wadey""]","Clifford Barry","","","actor,miscellaneous","tt0189192,tt0944947,tt0094535,tt0118363"
"tt21616584","8","nm0359710","actor","","[""Reverend Duncan""]","Scott Handy","1968","","actor","tt0183790,tt1935859,tt0416320,tt13287846"
"tt21616584","9","nm4079869","actor","","[""Professor Garcia""]","Alex Waldmann","1979","","actor,miscellaneous","tt21279806,tt9253284,tt1492179,tt3773058"
"tt21616584","10","nm0150457","actor","","[""Chief Inspector Sullivan""]","Tom Chambers","1977","","actor,writer,producer","tt2215842,tt0487189,tt0096555,tt0184122"
"tt21616586","1","nm0150457","actor","","[""Chief Inspector Sullivan""]","Tom Chambers","1977","","actor,writer,producer","tt2215842,tt0487189,tt0096555,tt0184122"
"tt21616586","2","nm1019307","actor","","[""Sergeant Goodfellow""]","John Burton","1967","","actor,soundtrack","tt2215842,tt0053494,tt0169438,tt0083392"
"tt21616586","3","nm0931247","actor","","[""Father Brown""]","Mark Williams","1959","","actor,writer,visual_effects","tt0330373,tt0115433,tt0138097,tt0417741"
"tt21616586","4","nm0086865","actress","","[""Mrs. Devine""]","Claudie Blakley","1973","","actress,soundtrack,archive_footage","tt0414387,tt0280707,tt0464196,tt0810784"
"tt21616586","5","nm8679026","actress","","[""Brenda Palmer""]","Ruby-May Martinwood","","","actress,soundtrack","tt3647998,tt2215842,tt1888075,tt7540092"
"tt21616586","6","nm0509936","actor","","[""Hercule Flambeau""]","John Light","1973","","actor","tt9174578,tt4939064,tt0417349,tt0185906"
"tt21616586","7","nm6793798","actor","","[""Joe Bloom""]","Eddie Eyre","1988","","actor,miscellaneous,set_decorator","tt0944947,tt5809150,tt0088512,tt8785372"
"tt21616586","8","nm2870590","actor","","[""Sebastien Fleming""]","Jolyon Coy","1985","","actor,writer,assistant_director","tt2771200,tt1441953,tt11755740,tt1700844"
"tt21616586","9","nm2870590","actor","","[""Edwin Blythe""]","Jolyon Coy","1985","","actor,writer,assistant_director","tt2771200,tt1441953,tt11755740,tt1700844"
"tt21616586","10","nm3060801","actor","","[""Lester Garrick""]","Geoffrey Austin Newland","","","actor,director,writer","tt10548174,tt21614420,tt4951982,tt3006802"
"tt21616586","11","nm8230647","actress","","[""Lila Tate""]","Cora Kirk","","","actress","tt9271672,tt21994906,tt15334488,tt32499466"
"tt21616588","1","nm0931247","actor","","[""Father Brown""]","Mark Williams","1959","","actor,writer,visual_effects","tt0330373,tt0115433,tt0138097,tt0417741"
"tt21616588","2","nm8679026","actress","","[""Brenda Palmer""]","Ruby-May Martinwood","","","actress,soundtrack","tt3647998,tt2215842,tt1888075,tt7540092"
"tt21616588","3","nm0086865","actress","","[""Mrs. Devine""]","Claudie Blakley","1973","","actress,soundtrack,archive_footage","tt0414387,tt0280707,tt0464196,tt0810784"
"tt21616588","4","nm1019307","actor","","[""Sergeant Goodfellow""]","John Burton","1967","","actor,soundtrack","tt2215842,tt0053494,tt0169438,tt0083392"
"tt21616588","5","nm0806699","actress","","[""Ms Amanda Clement""]","Sarah Smart","1977","","actress,soundtrack,archive_footage","tt1178618,tt0840094,tt1734537,tt0231012"
"tt21616588","6","nm0911575","actor","","[""Mayor Anthony Wood""]","Howard Ward","","","actor","tt0906734,tt1606375,tt0460740,tt0358336"
"tt21616588","7","nm0312593","actor","","[""Inspector Neil Beckett""]","Tristan Gemmill","1967","","actor,archive_footage","tt0366627,tt0053494,tt0865546,tt0416363"
"tt21616588","8","nm0865652","actress","","[""Elizabeth Barnes""]","Kara Tointon","1983","","actress,producer,miscellaneous","tt0088512,tt1858481,tt0385705,tt32558705"
"tt21616588","9","nm0150457","actor","","[""Chief Inspector Sullivan""]","Tom Chambers","1977","","actor,writer,producer","tt2215842,tt0487189,tt0096555,tt0184122"
"tt21616588","10","nm0510180","actor","","[""Raymond 'Ray' Harrison""]","Gary Lilburn","","","actor","tt2431286,tt0867005,tt2993508,tt4374208"
"tt21616600","1","nm1012657","actor","","[""Patrick Maidland""]","Sam Phillips","1984","","actor,producer,writer","tt4786824,tt2935476,tt8373218,tt33246595"
"tt21616600","2","nm0086865","actress","","[""Mrs. Devine""]","Claudie Blakley","1973","","actress,soundtrack,archive_footage","tt0414387,tt0280707,tt0464196,tt0810784"
"tt21616600","3","nm2855554","actor","","[""Jeremy Sanford""]","Mark Fleischmann","1973","","actor,archive_footage","tt11199410,tt6654210,tt1349938,tt2321596"
"tt21616600","4","nm0378002","actress","","[""Charlotte 'Charlie' Maidland""]","Sonita Henry","","","actress,miscellaneous","tt15475330,tt14321914,tt14688458,tt1697062"
"tt21616600","5","nm0931247","actor","","[""Father Brown""]","Mark Williams","1959","","actor,writer,visual_effects","tt0330373,tt0115433,tt0138097,tt0417741"
"tt21616600","6","nm8679026","actress","","[""Brenda Palmer""]","Ruby-May Martinwood","","","actress,soundtrack","tt3647998,tt2215842,tt1888075,tt7540092"
"tt21616600","7","nm1019307","actor","","[""Sergeant Goodfellow""]","John Burton","1967","","actor,soundtrack","tt2215842,tt0053494,tt0169438,tt0083392"
"tt21616600","8","nm6299413","actress","","[""Millie Tucker""]","Elizabeth Roberts","","","actress,soundtrack","tt27618867,tt2215842,tt7631146,tt1983079"
"tt21616600","9","nm7543825","actor","","[""Thomas Church""]","Jack Loxton","","","actor","tt4827986,tt7076630,tt8140558,tt5194866"
"tt21616600","10","nm4510373","actress","","[""Penny Briggs""]","Helena Barlow","1998","","actress","tt1201607,tt1836808,tt1684555,tt0907694"
"tt21616604","1","nm14487043","actress","","[""Lisa Morris""]","Annie Cordoni","","","actress","tt2215842"
"tt21616604","2","nm3248587","actress","","[""Agnes Morris""]","Amy Cudden","","","actress,writer,director","tt35654932,tt2185374,tt33249861,tt0053494"
"tt21616604","3","nm8679026","actress","","[""Brenda Palmer""]","Ruby-May Martinwood","","","actress,soundtrack","tt3647998,tt2215842,tt1888075,tt7540092"
"tt21616604","4","nm5543953","actor","","[""Billy Turner""]","Jamie Bacon","1997","","actor,writer,producer","tt16493232,tt32240190,tt35640289,tt9073958"
"tt21616604","5","nm12275550","actor","","[""Roger Norton""]","Joshua Griffin","","","actor,writer","tt18730092,tt37578559,tt28457173,tt16280138"
"tt21616604","6","nm0931247","actor","","[""Father Brown""]","Mark Williams","1959","","actor,writer,visual_effects","tt0330373,tt0115433,tt0138097,tt0417741"
"tt21616604","7","nm1019307","actor","","[""Sergeant Goodfellow""]","John Burton","1967","","actor,soundtrack","tt2215842,tt0053494,tt0169438,tt0083392"
"tt21616604","8","nm0086865","actress","","[""Mrs. Devine""]","Claudie Blakley","1973","","actress,soundtrack,archive_footage","tt0414387,tt0280707,tt0464196,tt0810784"
